penalty,score,MR_Z_BUY,MR_Z_SELL,final_pnl,pnl_spread,day_0_pnl,day_1_pnl,day_2_pnl
1.0,12584.0,1.0,4.0,24475.0,11891.0,2181.0,14072.0,8222.0
1.0,19720.0,2.0,3.0,28985.0,9265.0,5853.0,15118.0,8014.0
1.0,18902.0,2.0,3.25,28422.0,9520.0,5553.0,15073.0,7796.0
1.0,19224.0,2.25,3.0,28416.0,9192.0,5922.0,15114.0,7380.0
1.0,19224.0,2.25,3.0,28416.0,9192.0,5922.0,15114.0,7380.0
1.0,19720.0,2.0,3.0,28985.0,9265.0,5853.0,15118.0,8014.0
1.0,18902.0,2.0,3.25,28422.0,9520.0,5553.0,15073.0,7796.0
1.0,18406.0,2.25,3.25,27853.0,9447.0,5622.0,15069.0,7162.0
1.0,18406.0,2.25,3.25,27853.0,9447.0,5622.0,15069.0,7162.0
1.0,18184.0,2.5,3.25,27857.0,9673.0,5661.0,15334.0,6862.0
1.0,18406.0,2.25,3.25,27853.0,9447.0,5622.0,15069.0,7162.0
1.0,18406.0,2.25,3.25,27853.0,9447.0,5622.0,15069.0,7162.0
1.0,18406.0,2.25,3.25,27853.0,9447.0,5622.0,15069.0,7162.0
1.0,19224.0,2.25,3.0,28416.0,9192.0,5922.0,15114.0,7380.0
1.0,19224.0,2.25,3.0,28416.0,9192.0,5922.0,15114.0,7380.0
1.0,21220.0,2.25,2.5,29514.0,8294.0,6898.0,15192.0,7424.0
1.0,21220.0,2.25,2.5,29514.0,8294.0,6898.0,15192.0,7424.0
1.0,21716.0,2.0,2.5,30083.0,8367.0,6829.0,15196.0,8058.0
